
SERVER_NAME   ,OWNER               ,OBJECT_NAME                                       ,LAST_DDL_TIME                           ,STATUS    ,OBJECT_TYPE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
AMIDALA.MQUBE.,CMPADMIN            ,CSCCAMPAIGNERRORSEQ                               ,22/11/05                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,DBSNMP              ,MGMT_RESPONSE_CAPTURE_ID                          ,21/01/10                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,DBSNMP              ,MGMT_RESPONSE_SNAPSHOT_ID                         ,21/01/10                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,FEEDDATASEQNUM                                    ,30/01/06                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,BMSOLOSUBS_EID_SEQ                                ,15/09/05                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,FLASHCONCERTPLAYERSEQ                             ,12/09/06                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,SONYALERTSSUBSSEQ                                 ,21/09/05                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,KEYWORD_SEQ                                       ,09/12/05                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,POLL_SEQ                                          ,16/09/05                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,POLLQN_SEQ                                        ,16/09/05                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,POLLCHOICE_SEQ                                    ,16/09/05                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,POLLRESPONSE_SEQ                                  ,16/09/05                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CMPADMIN            ,SHORTCODE_SEQ                                     ,04/08/08                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,IFUNTRANSACTIONNUMBERSEQ                          ,01/11/05                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,INLAPARTICIPANTSEQ                                ,16/11/05                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,BMNOPAYSUBS_EID_SEQ                               ,04/10/05                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,USNENTRYIDSEQ                                     ,13/10/05                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,SMX                 ,CARRIERIDSEQ                                      ,26/07/07                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,REMYSUBSCRIBER_SEQ                                ,29/03/07                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,SUBSCRIPTIONS       ,CNSQIDSEQ                                         ,22/07/10                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,BELLMOCUSTINFOSEQNUM                              ,12/02/09                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,CAMPAIGNAPP         ,BMSP_PROV_SEQ                                     ,09/08/10                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,XDB                 ,XDB$PROPNUM_SEQ                                   ,21/01/10                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,XDB                 ,XDB$NAMESUFF_SEQ                                  ,21/01/10                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,WMSYS               ,AQ$_WM$EVENT_QUEUE_TABLE_N                        ,21/01/10                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,DIALOGSERVER        ,SEQ_APP_REG                                       ,08/05/12                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,DBADMIN             ,REGISTRYASEQTEST                                  ,02/06/16                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
AMIDALA.MQUBE.,PERFSTAT            ,STATS$SNAPSHOT_ID                                 ,05/06/15                                ,VALID     ,SEQUENCE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
