SERVER_NA,OWNER                         ,TABLE_NAME                    ,LAST_ANA,   SIZE_MB,  NUM_ROWS,OBJECT_TYPE
AMIDALA  ,DIALOGSERVER                  ,TMP_VZW_BACKBILL_BIGBRO_100715,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,BELLMOABADDBANNER             ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,BQS_FIRED_TRIGGERS            ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,BQS_LOCKS                     ,08/09/17,        ,1,         5,TABLE
AMIDALA  ,DIALOGSERVER                  ,TMP_VZW_BACKBILL_BIGBRO_100713,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWUSAGE_BIGBRO_2010_07_09    ,08/09/17,        ,1,       221,TABLE
AMIDALA  ,DIALOGSERVER                  ,TMP_VZWUSAGE_BIGBRO_100712    ,08/09/17,        ,1,        41,TABLE
AMIDALA  ,DIALOGSERVER                  ,REVERSETRANSACTION            ,08/09/17,       6,1,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,OPTINHISTORY                  ,08/09/17,      2183,  13851200,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWBILLINGDEFAULTAUDIT        ,08/09/17,        10,         3,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWBILLINGUSAGE               ,08/09/17,      40,1,     92503,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,VZWPRODUCTCATEGORYPROGRAM     ,08/09/17,        10,         9,TABLE
AMIDALA  ,DIALOGSERVER                  ,SHORTCODEMASTER               ,08/09/17,        ,1,       612,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWPRODUCTPRICE               ,08/09/17,        ,1,        98,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWREVENUESHARE               ,08/09/17,        ,1,       219,TABLE
AMIDALA  ,DIALOGSERVER                  ,SMXMSGLOG_K_TEMP              ,08/09/17,       968,   1829600,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTHTXMICRO            ,08/09/17,        ,1,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,DQA_MDR_TOTALS                ,08/09/17,        ,1,       340,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWBACKBILLING                ,08/09/17,        ,1,       130,TABLE
AMIDALA  ,DIALOGSERVER                  ,COMPAREHOURS                  ,08/09/17,        ,1,       516,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWSMPPBILLINGTAG             ,08/09/17,        ,1,        21,TABLE
AMIDALA  ,DIALOGSERVER                  ,ABC                           ,08/09/17,       1,2,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,SMXMSGLOG_25_AUG_2005         ,08/09/17,       744,   1489700,TABLE
AMIDALA  ,DIALOGSERVER                  ,DUP_MESSAGES                  ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,STUDIOSMXMSGLOG_MAX           ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWUSAGE                      ,08/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,MDRADMIN_OLD                  ,08/09/17,        ,1,        29,TABLE
AMIDALA  ,DIALOGSERVER                  ,ALARMEMAILDIST_OLD            ,08/09/17,        10,         6,TABLE
AMIDALA  ,DIALOGSERVER                  ,RSTEVENT                      ,08/09/17,       9,5,     36926,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,BILLINGTRANSACTION            ,08/09/17,       6,1,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,MMGDELIVERED                  ,08/09/17,        ,8,      3340,TABLE
AMIDALA  ,DIALOGSERVER                  ,QPASSWAP                      ,08/09/17,        10,        92,TABLE
AMIDALA  ,DIALOGSERVER                  ,SESSIONS                      ,08/09/17,     44662, 119872400,TABLE
AMIDALA  ,DIALOGSERVER                  ,SUBSCRIBER                    ,08/09/17,      3456,  46445600,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWBILLINGCODE                ,08/09/17,        81,        19,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWBILLINGCODEAUDIT           ,08/09/17,        10,        19,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWACCOUNTINGPOLICY           ,08/09/17,        ,1,         1,TABLE
AMIDALA  ,DIALOGSERVER                  ,DEVICEROUTING                 ,08/09/17,        ,1,        67,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTHTXCONTROL          ,08/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,TMP_TABLE                     ,08/09/17,        ,3,      3885,TABLE
AMIDALA  ,DIALOGSERVER                  ,SMXMSGLOG_MS                  ,08/09/17,         7,     12797,TABLE
AMIDALA  ,DIALOGSERVER                  ,MMG2                          ,08/09/17,       895,   1707100,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTH_ITV               ,08/09/17,        11,      5000,TABLE
AMIDALA  ,DIALOGSERVER                  ,PAUTHBWS_MAX                  ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,TMP_VZWUSAGE_BIGBRO_100715    ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,MMGMSGLOG_SEPT28              ,08/09/17,       784,   2170400,TABLE
AMIDALA  ,DIALOGSERVER                  ,MMSMOPROGRAM                  ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,DEVICE_DATA                   ,08/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,BQS_CRON_TRIGGERS             ,08/09/17,        ,1,         3,TABLE
AMIDALA  ,DIALOGSERVER                  ,BQS_TRIGGER_LISTENERS         ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,SYS_IOT_OVER_25966            ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,CORRELATIONLOG                ,08/09/17,   13280,4, 147748800,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,TMP_VZW_BACKBILL_BIGBRO_100712,08/09/17,        ,1,        41,TABLE
AMIDALA  ,DIALOGSERVER                  ,MMSDATA                       ,08/09/17,         6,      3690,TABLE
AMIDALA  ,DIALOGSERVER                  ,MMG1                          ,08/09/17,        ,4,      4326,TABLE
AMIDALA  ,MMREAD                        ,CONNECTIONS                   ,29/08/17,        ,1,       517,TABLE
AMIDALA  ,MMREAD                        ,TMP_VZW_4A6FAILURES           ,29/08/17,         1,      1732,TABLE
AMIDALA  ,MMREAD                        ,TMP_TXTWIRE_APR_2011          ,29/08/17,       128,    235026,TABLE
AMIDALA  ,MMREAD                        ,TMP_VZWUSAGE                  ,29/08/17,        53,    133896,TABLE
AMIDALA  ,MMREAD                        ,TMP_WAPMSGS_SENT              ,29/08/17,         8,    209696,TABLE
AMIDALA  ,MMREAD                        ,TMP_VZW_SUB_MIGRATE_FINAL_BKUP,29/08/17,       408,    882022,TABLE
AMIDALA  ,MMREAD                        ,TMP_FUNMO_MIGRAT_1999         ,29/08/17,        20,     57119,TABLE
AMIDALA  ,MMREAD                        ,SCM_IPCS                      ,29/08/17,        ,1,       666,TABLE
AMIDALA  ,MMREAD                        ,SF04888060_TEMP               ,29/08/17,        ,1,       650,TABLE
AMIDALA  ,MMREAD                        ,TMP_ATT_1999_999_CLEANUP      ,29/08/17,        ,2,       339,TABLE
AMIDALA  ,MMREAD                        ,TMP_JAY_SUBS_JJF2             ,29/08/17,         2,      4219,TABLE
AMIDALA  ,MMREAD                        ,TMP_VZWUSAGE_2                ,29/08/17,         6,     13707,TABLE
AMIDALA  ,MMREAD                        ,PLAN_TABLE                    ,29/08/17,        ,2,        34,TABLE
AMIDALA  ,MMREAD                        ,TMP_VZW_ALLFAILURES           ,29/08/17,       152,    270689,TABLE
AMIDALA  ,MMREAD                        ,MAPPING_TABLE                 ,29/08/17,        ,1,         4,TABLE
AMIDALA  ,MMREAD                        ,TOAD_PLAN_TABLE               ,29/08/17,        ,2,       167,TABLE
AMIDALA  ,MMREAD                        ,TMP_VZW_PAUTH_JAN_2010_2      ,29/08/17,         6,     13707,TABLE
AMIDALA  ,MMREAD                        ,TMP_WAPMESSAGES               ,29/08/17,         3,     15957,TABLE
AMIDALA  ,MMREAD                        ,TMP_SENDME_MIGRATION          ,29/08/17,        ,9,      2242,TABLE
AMIDALA  ,MMREAD                        ,TMP_SENDME_TMOBILE_REDO       ,29/08/17,         7,     17946,TABLE
AMIDALA  ,MMREAD                        ,TMP_EXPORT                    ,29/08/17,        ,4,       858,TABLE
AMIDALA  ,MMREAD                        ,SUBSCRIPTION_TMP              ,29/08/17,       136,    391980,TABLE
AMIDALA  ,MMREAD                        ,TMP_SUBSPEND_TMO3PG_MAY2010   ,29/08/17,        ,1,       671,TABLE
AMIDALA  ,MMREAD                        ,TMP_MUSTAFA_SCS_JJF           ,29/08/17,        ,2,      1651,TABLE
AMIDALA  ,MMREAD                        ,TMP_VZW_SUB_MIGRATE_FINAL     ,29/08/17,       176,    393262,TABLE
AMIDALA  ,MMREAD                        ,SCM_IPCS_PART2                ,29/08/17,        ,1,        25,TABLE
AMIDALA  ,MMREAD                        ,TMP_VZW_PAUTH_JAN_2010        ,29/08/17,        59,    134912,TABLE
AMIDALA  ,MMREAD                        ,TMP_SUBTOOL_OUTPUT            ,29/08/17,         2,      5926,TABLE
AMIDALA  ,MMREAD                        ,MM_ATT_MIGRATE_36903_1999     ,29/08/17,         1,      2890,TABLE
AMIDALA  ,MMREAD                        ,TMP_77970_USCC_MIGRATION      ,29/08/17,        ,1,       244,TABLE
AMIDALA  ,MMREAD                        ,DONATION_PERFORMANCE          ,29/08/17,        ,1,         2,TABLE
AMIDALA  ,MMREAD                        ,TMP_ONTARIO_MIGRATION         ,29/08/17,         2,     41644,TABLE
AMIDALA  ,MMREAD                        ,TMP_JAY_SUBS_JJF              ,29/08/17,         3,      6625,TABLE
AMIDALA  ,MMREAD                        ,TMP_MM_ACK_DROPS_DEC_2010     ,29/08/17,        10,     36192,TABLE
AMIDALA  ,MMREAD                        ,TMP_VZW_PAUTH_JAN_2010_ORIG   ,29/08/17,        51,    133584,TABLE
AMIDALA  ,MMREAD                        ,TMP_ATT_1999_999_CLEANUP_1999 ,29/08/17,        ,3,       498,TABLE
AMIDALA  ,MMREAD                        ,MMREAD_SUBSCRIPTION           ,29/08/17,       647,   2075072,TABLE
AMIDALA  ,MMSGW                         ,MMSGWLOG_20160909             ,12/09/17,        ,1,        19,TABLE
AMIDALA  ,MMSGW                         ,MMSMOPROGRAM                  ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,MMSGW                         ,MMSGWLOG                      ,12/09/17,    1207,4,   2662890,TABLE PARTITION
AMIDALA  ,MMSGW                         ,MMSGWLOG_BADMSG_20160114      ,12/09/17,        39,     88300,TABLE
AMIDALA  ,MMSGW                         ,MMSGWLOG_20150912             ,12/09/17,      1472,   2966900,TABLE
AMIDALA  ,MMSGW                         ,BAD_TRANS                     ,12/09/17,        13,    327540,TABLE
AMIDALA  ,MMSGW                         ,MMSCCARRIER                   ,12/09/17,        ,1,        15,TABLE
AMIDALA  ,MMSGW                         ,MMSGWLOG_20160912_DATA        ,12/09/17,        ,9,      2438,TABLE
AMIDALA  ,MTRUST                        ,QUARTZ_CRON_TRIGGERS          ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,MTRUST                        ,OPTIN                         ,12/09/17,        ,1,        12,TABLE
AMIDALA  ,MTRUST                        ,QUARTZ_BLOB_TRIGGERS          ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,MTRUST                        ,QUARTZ_LOCKS                  ,12/09/17,        ,1,         2,TABLE
AMIDALA  ,MTRUST                        ,QUARTZ_CALENDARS              ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,MTRUST                        ,OPTIN_EVENT                   ,12/09/17,       3,3,         0,TABLE PARTITION
AMIDALA  ,MTRUST                        ,QUARTZ_SIMPLE_TRIGGERS        ,12/09/17,        ,1,         1,TABLE
AMIDALA  ,MTRUST                        ,QUARTZ_SIMPROP_TRIGGERS       ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,MTRUST                        ,QUARTZ_PAUSED_TRIGGER_GRPS    ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,MTRUST                        ,QUARTZ_FIRED_TRIGGERS         ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,MTRUST                        ,QUARTZ_SCHEDULER_STATE        ,12/09/17,        ,1,         1,TABLE
AMIDALA  ,MTRUST                        ,QUARTZ_TRIGGERS               ,12/09/17,        ,1,         1,TABLE
AMIDALA  ,MTRUST                        ,QUARTZ_JOB_DETAILS            ,12/09/17,        ,1,         1,TABLE
AMIDALA  ,NMGMT                         ,CARRIERSHORTCODEUSAGEAUDIT    ,08/09/17,         1,      3107,TABLE
AMIDALA  ,NMGMT                         ,PRODUCTCODEBEHAVIORAUDIT      ,08/09/17,         3,     35500,TABLE
AMIDALA  ,NMGMT                         ,SVCCODERESERVATIONAUDIT       ,08/09/17,         1,      3042,TABLE
AMIDALA  ,NMGMT                         ,SVCEMAILUSAGE                 ,08/09/17,         1,       664,TABLE
AMIDALA  ,NMGMT                         ,SHORTCODETRANSLATION          ,08/09/17,        ,1,       316,TABLE
AMIDALA  ,NMGMT                         ,PRODUCTCODERESERVATION        ,08/09/17,         1,        54,TABLE
AMIDALA  ,NMGMT                         ,PRODUCTCODEUSAGEAUDIT         ,08/09/17,        ,1,        69,TABLE
AMIDALA  ,NMGMT                         ,CARRIERPRODUCTCODEAUDIT       ,08/09/17,         4,     33060,TABLE
AMIDALA  ,NMGMT                         ,SVCCODEUSAGEAUDIT             ,08/09/17,         7,     44930,TABLE
AMIDALA  ,NMGMT                         ,SVCEMAILUSAGEAUDIT            ,08/09/17,         3,     11394,TABLE
AMIDALA  ,NMGMT                         ,PRODUCTCODEBEHAVIOR           ,08/09/17,         2,     19219,TABLE
AMIDALA  ,NMGMT                         ,SUBSCRIBERSHORTCODE           ,08/09/17,         2,     38660,TABLE
AMIDALA  ,NMGMT                         ,PRODUCTCODERESERVATIONAUDIT   ,08/09/17,        ,1,        45,TABLE
AMIDALA  ,NMGMT                         ,CARRIERPRODUCTCODE            ,08/09/17,         3,     17892,TABLE
AMIDALA  ,NMGMT                         ,SVCCODERESERVATION            ,08/09/17,         1,      1224,TABLE
AMIDALA  ,NMGMT                         ,CPC_KEN                       ,08/09/17,        ,1,        26,TABLE
AMIDALA  ,NMGMT                         ,CARRIERSHORTCODEUSAGE         ,08/09/17,         1,      2067,TABLE
AMIDALA  ,NMGMT                         ,SHORTCODETRANSLATIONAUDIT     ,08/09/17,        ,3,      1198,TABLE
AMIDALA  ,NMGMT                         ,SVCCODEUSAGE                  ,08/09/17,         1,      3774,TABLE
AMIDALA  ,NMGMT                         ,SVCEMAILRESERVATION           ,08/09/17,         1,       321,TABLE
AMIDALA  ,NMGMT                         ,SVCEMAILRESERVATIONAUDIT      ,08/09/17,         1,       447,TABLE
AMIDALA  ,NMGMT                         ,PRODUCTCODEUSAGE              ,08/09/17,         1,        54,TABLE
AMIDALA  ,OUTLN                         ,OL$                           ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,OUTLN                         ,OL$HINTS                      ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,OUTLN                         ,OL$NODES                      ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SEG_STAT                ,29/08/17,      4288,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$LEVEL_DESCRIPTION       ,29/08/17,        ,1,         5,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$FILESTATXS              ,29/08/17,       136,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SQL_PLAN_USAGE          ,29/08/17,       864,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$PGASTAT                 ,29/08/17,         2,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$LATCH                   ,29/08/17,        63,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SYSSTAT                 ,29/08/17,        36,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SHARED_POOL_ADVICE      ,29/08/17,         2,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$EVENT_HISTOGRAM         ,29/08/17,       112,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$PROPAGATION_SENDER      ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$BUFFERED_SUBSCRIBERS    ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$ENQUEUE_STATISTICS      ,29/08/17,         8,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SNAPSHOT                ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$JAVA_POOL_ADVICE        ,29/08/17,         2,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$FILE_HISTOGRAM          ,29/08/17,       344,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$TEMP_HISTOGRAM          ,29/08/17,         4,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SQLTEXT                 ,29/08/17,         7,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$PARAMETER               ,29/08/17,        25,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$INSTANCE_RECOVERY       ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$LATCH_MISSES_SUMMARY    ,29/08/17,        72,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$BUFFER_POOL_STATISTICS  ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$ROLLSTAT                ,29/08/17,        33,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SGASTAT                 ,29/08/17,         2,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SYSTEM_EVENT            ,29/08/17,        18,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SYS_TIME_MODEL          ,29/08/17,         2,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$OSSTATNAME              ,29/08/17,         1,        11,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SGA_TARGET_ADVICE       ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$MUTEX_SLEEP             ,29/08/17,         3,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$IDLE_EVENT              ,29/08/17,        ,1,        70,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$DLM_MISC                ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$STATSPACK_PARAMETER     ,29/08/17,        ,1,         1,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$TEMPSTATXS              ,29/08/17,         2,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SGA                     ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$PGA_TARGET_ADVICE       ,29/08/17,         2,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$THREAD                  ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$STREAMS_APPLY_SUM       ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$PROCESS_MEMORY_ROLLUP   ,29/08/17,         6,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SQL_SUMMARY             ,29/08/17,      1024,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$UNDOSTAT                ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$TIME_MODEL_STATNAME     ,29/08/17,         1,        19,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$PROCESS_ROLLUP          ,29/08/17,         3,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$BG_EVENT_SUMMARY        ,29/08/17,         5,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SQL_STATISTICS          ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SQL_PLAN                ,29/08/17,         8,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$DATABASE_INSTANCE       ,29/08/17,         1,         6,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SESSTAT                 ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$BUFFERED_QUEUES         ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$RULE_SET                ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$WAITSTAT                ,29/08/17,         2,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$CR_BLOCK_SERVER         ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$INSTANCE_CACHE_TRANSFER ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SEG_STAT_OBJ            ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$DB_CACHE_ADVICE         ,29/08/17,         3,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$LATCH_CHILDREN          ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$LATCH_PARENT            ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$LIBRARYCACHE            ,29/08/17,         2,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$ROWCACHE_SUMMARY        ,29/08/17,         5,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SQL_WORKAREA_HISTOGRAM  ,29/08/17,         2,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SESS_TIME_MODEL         ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$STREAMS_CAPTURE         ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$PROPAGATION_RECEIVER    ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$OSSTAT                  ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$STREAMS_POOL_ADVICE     ,29/08/17,         2,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$DYNAMIC_REMASTER_STATS  ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$SESSION_EVENT           ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$RESOURCE_LIMIT          ,29/08/17,         1,         0,TABLE
AMIDALA  ,PERFSTAT                      ,STATS$CURRENT_BLOCK_SERVER    ,29/08/17,         1,         0,TABLE
AMIDALA  ,SMSGW                         ,SMSGWCONNECTIONLOG            ,12/09/17,       595,   6342870,TABLE PARTITION
AMIDALA  ,SMSGW                         ,CONNECTION                    ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,SMSGW                         ,MULTIPARTMESSAGE              ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,SMSGW                         ,SHORTCODETRANSLATION          ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,SMSGW                         ,ROUTEFILTER                   ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,SMSGW                         ,SUBSCRIBERSHORTCODE           ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,SMSGW                         ,ROUTE                         ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,SMSGW                         ,SHORTCODETRANSLATIONAUDIT     ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,SMX                           ,OLD_OCNWORK                   ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,SMX                           ,OLD_CARRIEROCN_CR_6029        ,12/09/17,        ,1,       191,TABLE
AMIDALA  ,SMX                           ,OLD_LANDLINE_CARRIEROCN       ,12/09/17,        ,1,       137,TABLE
AMIDALA  ,SMX                           ,OLD_LERGADMIN                 ,12/09/17,        ,1,         1,TABLE
AMIDALA  ,SMX                           ,OLD_LNPOCNCACHEAUDIT          ,12/09/17,       288,   5493350,TABLE
AMIDALA  ,SMX                           ,OLD_OCNBACKUP                 ,12/09/17,         2,     14321,TABLE
AMIDALA  ,SMX                           ,OLD_ROUTINGRANGEAUDIT         ,12/09/17,       104,    775900,TABLE
AMIDALA  ,SMX                           ,OLD_CARRIER                   ,12/09/17,         5,       114,TABLE
AMIDALA  ,SMX                           ,OLD_LERGROUTINGRANGE          ,12/09/17,       208,   1570070,TABLE
AMIDALA  ,SMX                           ,OLD_LERGCATEGORY              ,12/09/17,         5,        14,TABLE
AMIDALA  ,SMX                           ,OLD_SPIDCHECK                 ,12/09/17,        ,1,      1252,TABLE
AMIDALA  ,SMX                           ,OLD_ROUTINGRANGEBACKUP        ,12/09/17,       224,   1660820,TABLE
AMIDALA  ,SMX                           ,OLD_LERGROUTINGWORK           ,12/09/17,         1,      1954,TABLE
AMIDALA  ,SMX                           ,OLD_LERGCITYTRANSLATION       ,12/09/17,        ,1,         3,TABLE
AMIDALA  ,SMX                           ,OLD_CARRIEROCN_NLU_255        ,12/09/17,        ,1,       175,TABLE
AMIDALA  ,SMX                           ,OLD_ALTROUTINGRANGE           ,12/09/17,        ,1,       103,TABLE
AMIDALA  ,SMX                           ,OLD_OCN_BACKUP                ,12/09/17,        ,3,         0,TABLE
AMIDALA  ,SMX                           ,OLD_ROUTINGRANGE              ,12/09/17,     227,1,   1670640,TABLE PARTITION
AMIDALA  ,SMX                           ,OLD_LINERANGE                 ,12/09/17,         2,     29540,TABLE
AMIDALA  ,SMX                           ,OLD_LERGROUTINGRANGEAUDIT     ,12/09/17,       592,   4459740,TABLE
AMIDALA  ,SMX                           ,OLD_ALTROUTINGADMIN           ,12/09/17,        ,1,         8,TABLE
AMIDALA  ,SMX                           ,OLD_OCNBACK                   ,12/09/17,         5,         0,TABLE
AMIDALA  ,SMX                           ,OLD_CARRIEROCN                ,12/09/17,         5,       886,TABLE
AMIDALA  ,SMX                           ,OLD_OCN                       ,12/09/17,         5,     14411,TABLE
AMIDALA  ,SMX                           ,OLD_NPAWORK                   ,12/09/17,         1,         0,TABLE
AMIDALA  ,SMX                           ,OLD_OCNERROR                  ,12/09/17,         5,         0,TABLE
AMIDALA  ,SMX                           ,OLD_MYOCN                     ,12/09/17,        ,1,        50,TABLE
AMIDALA  ,SMX                           ,OLD_LNPOCNCACHE               ,12/09/17,     792,1,  14180440,TABLE PARTITION
AMIDALA  ,SUBSCRIPTIONS                 ,SUBBILLINGHISTORY             ,12/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,SUBSCRIPTIONS                 ,SUBBILLING_BKUP               ,12/09/17,        13,     92120,TABLE
AMIDALA  ,SUBSCRIPTIONS                 ,SUBMGMTACTIVITY               ,12/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,SUBSCRIPTIONS                 ,SUBSCRIPTIONEVENTLOG          ,12/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,SUBSCRIPTIONS                 ,SUBSCRIPTION                  ,12/09/17,      1646,    560400,TABLE PARTITION
AMIDALA  ,SUBSCRIPTIONS                 ,SUBSCRIPTIONCONTENTTYPE       ,12/09/17,         1,        16,TABLE PARTITION
AMIDALA  ,SUBSCRIPTIONS                 ,SUBBILLING                    ,20/07/12,       136,    704750,TABLE
AMIDALA  ,SUBSCRIPTIONS                 ,PLAN_TABLE                    ,20/07/12,        ,1,         0,TABLE
