SERVER_NA,OWNER                         ,TABLE_NAME                    ,LAST_ANA,   SIZE_MB,  NUM_ROWS,OBJECT_TYPE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOTCAREFAQ                ,12/09/17,        ,1,       100,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SOURPATCHREMINDER             ,12/09/17,        ,1,      1542,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOTRANSPORTFEECHARGE      ,12/09/17,      8234,  53542450,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOTFCDUPLICATES           ,12/09/17,       104,    816390,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BMSMARTPHONEUSERS             ,12/09/17,         9,     26720,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BMSMARTPHONEUSERDTLS_LOG      ,12/09/17,         7,     50040,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BMSMARTPHONEFEATURES          ,12/09/17,        48,    167390,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOCUSTOMERMESSAGETEMP     ,12/09/17,        17,     37760,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOCUSTOMERMESSAGE         ,12/09/17,        72,    161500,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,TCQRTZ_PAUSED_TRIGGER_GRPS    ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BTQRTZ_BLOB_TRIGGERS          ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOETUBLACKLIST            ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOFEATURELISTADDBANNER    ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOAMEOBJECT               ,12/09/17,       216,     90510,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,QRTZ_JOB_LISTENERS            ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,QRTZ_PAUSED_TRIGGER_GRPS      ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOTCARECATEGRORY          ,12/09/17,        ,1,        13,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,MYTABLE                       ,12/09/17,         3,        70,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,ATTRIBUTEDEFINITION           ,12/09/17,         7,    136780,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,CURRENTSTATEREPORT            ,12/09/17,        10,         7,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,INODE                         ,12/09/17,        19,     72220,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,MESSAGESUMMARYREPORT          ,12/09/17,         3,         8,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,MESSAGETIMELINEREPORT         ,12/09/17,        10,        59,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,QMQUIZ                        ,12/09/17,        ,1,       146,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,REPLYNWIN                     ,12/09/17,        ,1,        66,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,REPLYNWINDELIVERYTIMES        ,12/09/17,        ,1,        66,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SPONSORS                      ,12/09/17,         3,         4,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SEGMENT                       ,12/09/17,      4160,  11595090,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,MEDIATYPE                     ,12/09/17,        ,1,         4,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,MLOG$_INODE                   ,11/09/17,        41,    337030,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,FLASHCONCERTMARKET            ,12/09/17,        ,1,        19,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,FEEDDATA                      ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SONYALERTSSUBSCRIBER          ,12/09/17,        ,1,       388,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,MMSUSERORGANIZATION           ,12/09/17,        ,1,       213,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,MMSLOGIN2LOGS                 ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,MLBPLAYERS                    ,12/09/17,        ,4,     10877,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,VMCWEIRDNEWS                  ,12/09/17,        ,1,        62,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,VMCCELEBRITYDIRT              ,12/09/17,        ,1,        62,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,DEVICEPROFILE                 ,12/09/17,       128,    372350,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOTCARE                   ,12/09/17,        ,5,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,IQSWEEPS                      ,12/09/17,        ,1,        20,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BMNOPAYSUBS                   ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOSELFSERVEFAQ            ,12/09/17,        ,7,       140,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,TCAREMO                       ,12/09/17,       347,   2299520,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SESSIONDATA                   ,12/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOFEATURESSEGMENT         ,12/09/17,        ,2,      1815,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOTCAREFEATURES2          ,12/09/17,        ,3,        76,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BMSMARTPHONEUSERDTLS          ,12/09/17,         4,     30780,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,TCQRTZ_JOB_DETAILS            ,12/09/17,        ,1,         3,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BMPROVINCEMAP                 ,12/09/17,        ,1,        13,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BCQRTZ_LOCKS                  ,12/09/17,        ,1,         5,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,QRTZ_CRON_TRIGGERS            ,12/09/17,        ,1,         5,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,QRTZ_TRIGGER_LISTENERS        ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BMSMRTPHONEFEATURETEMP        ,12/09/17,        ,1,        48,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BMTABLETFEATURES              ,12/09/17,        ,4,      1232,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BTQRTZ_CALENDARS              ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BTQRTZ_PAUSED_TRIGGER_GRPS    ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BCQRTZ_CRON_TRIGGERS          ,12/09/17,        ,1,         2,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOMEDIAPLAYER2            ,12/09/17,        ,1,        41,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,ARAMARKOFFERDATA              ,12/09/17,         7,     33130,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,OFFER                         ,12/09/17,         3,        67,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SEGMENT_TEST                  ,12/09/17,         3,       246,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,WAPFORMAT                     ,12/09/17,        ,1,        19,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,WAPSITECONTENT                ,12/09/17,        ,1,        10,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,WAPREQUESTCTXT                ,12/09/17,        ,8,     16908,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,TELUSKEYWORD                  ,12/09/17,        ,1,       592,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,CHRISTDAILYPRAYER             ,12/09/17,        ,1,        95,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,LADDER49_PRIZES               ,12/09/17,        ,1,       202,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,DEVICECARRIER                 ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOAOCPRIORITY             ,12/09/17,        ,1,        22,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SUBSCRIPTIONCONTENTROUTING    ,12/09/17,        ,1,       281,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,IQREGISTRY                    ,12/09/17,        ,1,        14,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,VMCCLASSICSCOPE               ,12/09/17,        ,1,       732,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,FEEDCATEGORY                  ,12/09/17,        ,1,      1024,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,FLASHCONCERTALERT             ,12/09/17,        ,1,        69,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SBSUBSCRIBER                  ,12/09/17,        ,9,      5322,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SBGAMEPLAY                    ,12/09/17,        ,1,        46,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,USCELLULARATTACHMENT          ,12/09/17,        ,1,         2,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,CATCHAG6ATTACHMENT            ,12/09/17,        17,     25740,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,MLBSUBSCRIBERS                ,12/09/17,         2,     17857,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,NEXTELMMPOLLQUESTION          ,12/09/17,        ,1,        19,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SUBSCRIPTIONDELIVERYLOG       ,12/09/17,       398,   5206490,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SUBSCRIPTIONDELIVERYPREF      ,12/09/17,         2,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,INLAPARTICIPANT               ,12/09/17,        ,3,      2368,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BMSMARTPHONECC                ,12/09/17,         7,     30820,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,FLASHCONCERTLOSER             ,12/09/17,         1,     10275,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOWAPCONTENT              ,12/09/17,        ,2,        11,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,INSTANTPRIZE                  ,12/09/17,        ,1,       492,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,REMYSUBSCRIBER                ,12/09/17,        ,1,       228,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,CUSTBULKSENDMESSAGES          ,12/09/17,     12859,  58176490,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOFEATURECATEGORY         ,12/09/17,        ,1,        30,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOCCBLACKLISTLOG          ,12/09/17,        ,5,      7383,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOWHATSNEWUSERAGENT       ,12/09/17,        ,1,       526,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BMSMARTPHONEUSERS_LOG         ,12/09/17,        42,    196610,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,TCQRTZ_SIMPLE_TRIGGERS        ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,TCQRTZ_CRON_TRIGGERS          ,12/09/17,        ,1,         3,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,TCQRTZ_TRIGGER_LISTENERS      ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,TCQRTZ_SCHEDULER_STATE        ,12/09/17,        ,1,         1,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BTQRTZ_JOB_DETAILS            ,12/09/17,        ,1,         2,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BTQRTZ_CRON_TRIGGERS          ,12/09/17,        ,1,         2,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,APPLICATIONREGISTRY           ,12/09/17,        ,1,       334,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,MMSORGMGMT                    ,12/09/17,        ,1,         1,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOSSLOG                   ,12/09/17,     11424,  54706210,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BMTABLETUSERS_LOG             ,12/09/17,         2,      5192,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BMTABLETUSERSADDRESS_LOG      ,12/09/17,        ,1,       897,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BTQRTZ_LOCKS                  ,12/09/17,        ,1,         5,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BCQRTZ_SIMPLE_TRIGGERS        ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BCQRTZ_BLOB_TRIGGERS          ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,ARAMARKOFFERREDEMPTION        ,12/09/17,        ,1,        48,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,REPORTCAMPAIGN                ,12/09/17,         3,       415,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SEGMENTLIST                   ,12/09/17,         3,     28740,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SIMPLEATTRIBUTEREPORT         ,12/09/17,         3,       113,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SUPPORT_PROGRAMINFO           ,12/09/17,         3,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,USWEEKLYSUBSCRIBER            ,12/09/17,         2,     35470,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,NEXTELSBPOLL                  ,12/09/17,        ,1,        15,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,NASCARDRIVERSPOINTS           ,12/09/17,        ,1,      2331,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SUBSCRIPTIONBLACKLIST         ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,MLOG$_FEEDDELIVERY            ,        ,      2027,          ,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,MAXIMEVENT                    ,12/09/17,        ,1,       367,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOSUBS                    ,12/09/17,       200,   2536800,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,IQALERTSERVICE                ,12/09/17,        ,1,       152,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,FEEDCONFIG                    ,12/09/17,        ,2,        64,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,FEEDDELIVERY                  ,12/09/17,       864,   6138770,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,FEEDDISTRIBUTION              ,12/09/17,        ,1,      1010,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,FLASHCONCERTWINNER            ,12/09/17,        ,3,      2373,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,FLASHCONCERTSEGMENT           ,12/09/17,        ,1,        56,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SBSUBSCRIBERPRIZECODE         ,12/09/17,        ,3,      3205,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,USCELLULAR                    ,12/09/17,        ,1,         1,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BOOSTSUBSCRIBERPOINTS02MAR05  ,12/09/17,        ,1,       541,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,MMSACLLIST                    ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,DWANGOVOTER                   ,12/09/17,         2,     25980,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,NEXTELMMPOLL                  ,12/09/17,        ,1,        19,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,PROMOINABOXSUBSCRIBER         ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,TCARESUBSCRIBERS              ,12/09/17,         5,     41970,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOCREDITCARDLOG           ,12/09/17,        96,   1112410,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOCCBLACKLIST             ,12/09/17,        ,1,       254,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,SUBSCRIBERRESPDATA            ,12/09/17,       528,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOWHATSNEWAREALIST        ,12/09/17,         2,         3,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOSERVERSTATUSLOG         ,12/09/17,         5,    180250,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOTFCSTATUS               ,12/09/17,        ,1,         9,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOCUSTOMERINFOTEMP        ,12/09/17,         4,     23466,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,TCQRTZ_LOCKS                  ,12/09/17,        ,1,         5,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BMPROVINCENPA                 ,12/09/17,        ,1,       331,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BELLMOMESSAGEUSERS            ,12/09/17,        ,1,        79,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,MMSUSERMANAGER                ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,QRTZ_BLOB_TRIGGERS            ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,QRTZ_CALENDARS                ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,QRTZ_SCHEDULER_STATE          ,12/09/17,        ,1,         1,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,QRTZ_LOCKS                    ,12/09/17,        ,1,         5,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BMTABLETUSERSADDRESS          ,12/09/17,        ,1,       709,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BMTABLETSECRETQUESTIONS       ,12/09/17,        ,1,        12,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,BCQRTZ_JOB_LISTENERS          ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,TCARELOG                      ,12/09/17,       168,   2302500,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,CAMPAIGNTYPE                  ,12/09/17,         3,        10,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,GROUPEDATTRIBUTEREPORT        ,12/09/17,         3,         2,TABLE
AMIDALA  ,CAMPAIGNAPP                   ,MESSAGETYPEREPORT             ,12/09/17,        10,        93,TABLE
AMIDALA  ,CAMPAIGNS                     ,VW_CAMPAIGN_PARTICIPATION     ,12/09/17,        20,     74560,TABLE
AMIDALA  ,CAMPAIGNS                     ,VW_STATE_DURATION_FACT        ,12/09/17,       168,    564860,TABLE
AMIDALA  ,CAMPAIGNS                     ,PLAN_TABLE                    ,12/09/17,        ,2,       291,TABLE
AMIDALA  ,CAMPAIGNS                     ,WORKFLOWHISTORY_CLEAN         ,12/09/17,       112,    580260,TABLE
AMIDALA  ,CMPADMIN                      ,PROGRAMWHITELISTING           ,12/09/17,        11,     94460,TABLE
AMIDALA  ,CMPADMIN                      ,CUSTOMVALUE                   ,12/09/17,        ,1,       258,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_VARIABLEINSTANCE_NAV_1098,12/09/17,        ,1,       886,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTDEFINITION              ,12/09/17,        ,1,        34,TABLE
AMIDALA  ,CMPADMIN                      ,IPC_RSTS_SF04327854           ,12/09/17,        ,1,       406,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTSETCONNECTION           ,12/09/17,        ,1,         4,TABLE
AMIDALA  ,CMPADMIN                      ,SCHEDULERRETRY                ,12/09/17,        ,1,        16,TABLE
AMIDALA  ,CMPADMIN                      ,TASKS                         ,12/09/17,        ,1,         2,TABLE
AMIDALA  ,CMPADMIN                      ,PROGRAMLOB                    ,12/09/17,         2,      6032,TABLE
AMIDALA  ,CMPADMIN                      ,ROUTINGRULECONNGROUP          ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_PROCESSINSTANCE          ,12/09/17,        ,3,      6437,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_TOKEN                    ,12/09/17,        10,    128050,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_SWIMLANE                 ,12/09/17,        ,1,        11,TABLE
AMIDALA  ,CMPADMIN                      ,SHORTCODE                     ,12/09/17,        ,5,      4704,TABLE
AMIDALA  ,CMPADMIN                      ,MTGLOBALTEMPLATE              ,12/09/17,        ,1,        20,TABLE
AMIDALA  ,CMPADMIN                      ,CARRIERIDMAP                  ,12/09/17,        ,1,         8,TABLE
AMIDALA  ,CMPADMIN                      ,RSTS_AUDIT                    ,12/09/17,         8,     45050,TABLE
AMIDALA  ,CMPADMIN                      ,ALLOWEDSYSTEM                 ,12/09/17,        ,1,         5,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTSCHEDULERPARAM          ,12/09/17,        ,1,         8,TABLE
AMIDALA  ,CMPADMIN                      ,SCHEDULERSTATUS               ,12/09/17,         2,      7052,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_VARIABLEINSTANCE_NAV_1103,12/09/17,        ,2,      1843,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_EXELOG_NAV_1103          ,12/09/17,        ,1,      1820,TABLE
AMIDALA  ,CMPADMIN                      ,IPC_RSTS_SF04796021_TRY2      ,12/09/17,        ,1,       559,TABLE
AMIDALA  ,CMPADMIN                      ,PROGRAMPRODUCT                ,12/09/17,         3,     20877,TABLE
AMIDALA  ,CMPADMIN                      ,CARRIERCONTENTTYPE            ,12/09/17,        ,1,        92,TABLE
AMIDALA  ,CMPADMIN                      ,REASONCODE                    ,12/09/17,        ,1,        52,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTSETFAMILYMEMBER         ,12/09/17,        ,1,        15,TABLE
AMIDALA  ,CMPADMIN                      ,ORGANIZATIONSERVICETYPE       ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,SUBSCRIPTIONPRODUCT           ,12/09/17,         7,     10228,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_TRANSITION               ,12/09/17,        ,1,        88,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_EXELOG_NAV_1104          ,12/09/17,        ,1,       904,TABLE
AMIDALA  ,CMPADMIN                      ,ORGROUTING                    ,12/09/17,        ,1,         4,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTSETMEMBER               ,12/09/17,        ,1,        69,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTDATERESTRICTION         ,12/09/17,        ,1,         4,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTPARAMGROUP              ,12/09/17,        ,1,       217,TABLE
AMIDALA  ,CMPADMIN                      ,IQUSER                        ,12/09/17,        ,4,      2161,TABLE
AMIDALA  ,CMPADMIN                      ,IQGROUP                       ,12/09/17,        ,1,        13,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_TOKEN_NAV_1103           ,12/09/17,        ,2,      1843,TABLE
AMIDALA  ,CMPADMIN                      ,SF04796021_TEMP_TRY2          ,12/09/17,        ,4,      8015,TABLE
AMIDALA  ,CMPADMIN                      ,PRODUCTCODERULE               ,12/09/17,        ,1,        57,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTSETFAMILYORGMAPPING     ,12/09/17,        ,1,      1063,TABLE
AMIDALA  ,CMPADMIN                      ,ORGANIZATION                  ,12/09/17,        ,3,      1082,TABLE
AMIDALA  ,CMPADMIN                      ,ROUTINGRULE                   ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_INVOKELOG                ,12/09/17,       104,   1680230,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_VARIABLE                 ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_ACTION                   ,12/09/17,        ,1,       205,TABLE
AMIDALA  ,CMPADMIN                      ,EMAILCAMPAIGN                 ,12/09/17,        ,1,         4,TABLE
AMIDALA  ,CMPADMIN                      ,CPCOVERRIDE                   ,12/09/17,        ,1,         6,TABLE
AMIDALA  ,CMPADMIN                      ,SHORTCODE_GUIDS               ,12/09/17,        ,2,      1440,TABLE
AMIDALA  ,CMPADMIN                      ,SHORTCODEURLTYPE              ,12/09/17,        ,1,        11,TABLE
AMIDALA  ,CMPADMIN                      ,COMMENTHISTORY                ,12/09/17,         7,     49090,TABLE
AMIDALA  ,CMPADMIN                      ,IPCCARRIER_NAV_1068           ,12/09/17,         3,     67820,TABLE
AMIDALA  ,CMPADMIN                      ,OUTPUTFORMAT                  ,12/09/17,        ,1,         9,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTINVOCATION              ,12/09/17,        ,1,        43,TABLE
AMIDALA  ,CMPADMIN                      ,TMP_NAV_1129_2                ,12/09/17,        ,1,       841,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTSETFAMILY               ,12/09/17,        ,1,         3,TABLE
AMIDALA  ,CMPADMIN                      ,PROGRAMREASSIGNMENT           ,12/09/17,         6,     44090,TABLE
AMIDALA  ,CMPADMIN                      ,PROMOTIONDETAIL               ,12/09/17,         2,      7561,TABLE
AMIDALA  ,CMPADMIN                      ,CONNECTION                    ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,TRANSFORMER                   ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_TYPE                     ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,SCHEMA_PRIVILEGES_EXCEPTIONS  ,12/09/17,        ,1,        54,TABLE
AMIDALA  ,CMPADMIN                      ,MTCARRIERTEMPLATE             ,12/09/17,        ,1,        12,TABLE
AMIDALA  ,CMPADMIN                      ,IPCCARRIERCONFIGURATION       ,12/09/17,         5,     46960,TABLE
AMIDALA  ,CMPADMIN                      ,SF04327854_TEMP               ,12/09/17,        ,1,      2223,TABLE
AMIDALA  ,CMPADMIN                      ,BILLINGINTERVALS              ,12/09/17,        ,1,         3,TABLE
AMIDALA  ,CMPADMIN                      ,RST_UPDTS                     ,12/09/17,        ,1,         3,TABLE
AMIDALA  ,CMPADMIN                      ,USERALLOWEDSYSTEM             ,12/09/17,        ,2,      4149,TABLE
AMIDALA  ,CMPADMIN                      ,SCHEDULERDELIVERYMETHOD       ,12/09/17,        ,1,         4,TABLE
AMIDALA  ,CMPADMIN                      ,IPCCARRIER                    ,12/09/17,         6,    145850,TABLE
AMIDALA  ,CMPADMIN                      ,RULEDEFINITION                ,12/09/17,        ,1,        84,TABLE
AMIDALA  ,CMPADMIN                      ,ORGANIZATIONROLE              ,12/09/17,        ,2,      1100,TABLE
AMIDALA  ,CMPADMIN                      ,PROGRAMPRICEPOINT             ,12/09/17,        ,8,      7831,TABLE
AMIDALA  ,CMPADMIN                      ,SUBSCRIPTIONPRODUCTCONTENTTYPE,12/09/17,        ,1,       170,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_VARIABLEINSTANCE         ,12/09/17,        36,    408290,TABLE
AMIDALA  ,CMPADMIN                      ,WORKFLOWHISTORY_NAV_1104      ,12/09/17,        ,3,       904,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_TOKEN_NAV_1098           ,12/09/17,        ,1,       886,TABLE
AMIDALA  ,CMPADMIN                      ,WORKFLOWHISTORY_NAV_1098      ,12/09/17,        ,3,       886,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_EXELOG_NAV_1098          ,12/09/17,        ,1,       886,TABLE
