server_name,owner,object_name,last_ddl_time,status,object_type
MSGDB5,OUTLN,ORA$GRANT_SYS_SELECT,2006/12/07,VALID,PROCEDURE
MSGDB5,WMSYS,VALIDATE_OWM,2008/10/14,VALID,PROCEDURE
MSGDB5,EXFSYS,EXF$EXPCORRCHKOCI,2008/10/14,VALID,PROCEDURE
MSGDB5,EXFSYS,EXF$EXPFUNCLISTCHK,2008/10/14,VALID,PROCEDURE
MSGDB5,EXFSYS,EXF$CHECK_PRIVILEGE,2008/10/14,VALID,PROCEDURE
MSGDB5,EXFSYS,GETDUMMYTAGS,2008/10/14,VALID,PROCEDURE
MSGDB5,EXFSYS,GETTAGSARROCI,2008/10/14,VALID,PROCEDURE
MSGDB5,EXFSYS,EXF$XPDUMPTAGSINFO,2008/10/14,VALID,PROCEDURE
MSGDB5,XDB,XDB$INITXDBSCHEMA,2008/10/14,VALID,PROCEDURE
MSGDB5,XDB,SETMODFLG,2008/10/14,VALID,PROCEDURE
MSGDB5,XDB,XDB$PATCHUPSCHEMA,2008/10/14,VALID,PROCEDURE
MSGDB5,XDB,XDB$PATCHUPDELETESCHEMA,2008/10/14,VALID,PROCEDURE
MSGDB5,EXFSYS,RLM$CREATE_SCHEDULER_JOBS,2008/10/14,VALID,PROCEDURE
MSGDB5,ORDSYS,SI_CHGCONTENT,2008/10/14,VALID,PROCEDURE
MSGDB5,ORDSYS,SI_CONVERTFORMAT,2008/10/14,VALID,PROCEDURE
MSGDB5,ORDSYS,SI_APPENDCLRHSTGR,2008/10/14,VALID,PROCEDURE
MSGDB5,ORDSYS,SI_SETAVGCLRFTR,2008/10/14,VALID,PROCEDURE
MSGDB5,ORDSYS,SI_SETCLRHSTGRFTR,2008/10/14,VALID,PROCEDURE
MSGDB5,ORDSYS,SI_SETPSTNLCLRFTR,2008/10/14,VALID,PROCEDURE
MSGDB5,ORDSYS,SI_SETTEXTUREFTR,2008/10/14,VALID,PROCEDURE
MSGDB5,ORDSYS,VALIDATE_ORDIM_WITH_DETAILS,2008/10/14,VALID,PROCEDURE
MSGDB5,DBADMIN,PRC_SEND_MAIL,2008/07/10,VALID,PROCEDURE
MSGDB5,DBADMIN,PRC_GRANT_ALL,2008/07/10,VALID,PROCEDURE
MSGDB5,WMSYS,NO_VM_DROP_PROC,2008/10/14,VALID,PROCEDURE
MSGDB5,WMSYS,NO_VM_CREATE_PROC,2008/10/14,VALID,PROCEDURE
MSGDB5,WMSYS,NO_VM_ALTER_PROC,2008/10/14,VALID,PROCEDURE
MSGDB5,MDSYS,RESET_INPROG_INDEX,2008/10/14,VALID,PROCEDURE
MSGDB5,EXFSYS,EXF$VALIDATEDATAITEM,2008/10/14,VALID,PROCEDURE
MSGDB5,DBADMIN,PRC_GRANT_ACCESS,2009/07/27,VALID,PROCEDURE
