server_name,owner,table_name,last_analyzed,size_mb,num_rows,object_type
PRODDW3,EDWMART,INTERNAL_PRODUCTS_12_SEP_2017,2017/09/13,2,24830,TABLE
PRODDW3,EDWMART,ERRORS_11_SEP_2017,2017/09/12,0,519,TABLE
PRODDW3,EDWMART,ERR_SRC_PROTOCOLS_11_SEP_2017,2017/09/12,0,88,TABLE
PRODDW3,EDWMART,CONTENT_TYPES_12_SEP_2017,2017/09/13,0,1,TABLE
PRODDW3,EDWMART,SCHEMA_PRIVILEGES_EXCEPTIONS,2017/08/29,0,4,TABLE
PRODDW3,EDWMART,CONTENT_TYPES_11_SEP_2017,2017/09/12,0,1,TABLE
PRODDW3,EDWMART,SHORT_CODES_05_SEP_2009,2017/08/29,0,5651,TABLE
PRODDW3,EDWMART,CURRENCIES_12_SEP_2017,2017/09/13,0,114,TABLE
PRODDW3,EDWMART,CARRIERDETAIL_08_SEP_2009,2017/08/29,520,1457450,TABLE
PRODDW3,AVAIL,KNOWN_LONG_RUNNING_JOBS,2017/08/29,0,0,TABLE
PRODDW3,WMSYS,WM$INSTEADOF_TRIGS_TABLE,2008/10/22,0,0,TABLE
PRODDW3,WMSYS,WM$SYSPARAM_ALL_VALUES,2008/10/22,0,27,TABLE
PRODDW3,WMSYS,WM$EVENT_QUEUE_TABLE,,0,,TABLE
PRODDW3,WMSYS,WM$REPLICATION_TABLE,2008/10/22,0,0,TABLE
PRODDW3,WMSYS,WM$CONSTRAINTS_TABLE,2008/10/22,0,0,TABLE
PRODDW3,EDWMART,RDR_YDXIEQRBRJ,2017/08/29,5,51964,TABLE
PRODDW3,EDWMART,CARRIERS_11_SEP_2017,2017/09/12,0,220,TABLE
PRODDW3,EDWMART,PROGRAMS_12_SEP_2017,2017/09/13,3,7818,TABLE
PRODDW3,EDWMART,ERRORS_12_SEP_2017,2017/09/13,0,519,TABLE
PRODDW3,EDWMART,CARRIER_PYMT_SMRY_28_OCT_2014,2017/08/29,392,3016714,TABLE
PRODDW3,EDWMART,P_12_SEP_2017,2017/09/13,0,21,TABLE
PRODDW3,EDWMART,VW_REFUND_DETAILS_29_OCT_2014,2017/08/29,0,0,TABLE
PRODDW3,EDWMART,VW_REFUND_DETAILS_27_OCT_2014,2017/08/29,0,0,TABLE
PRODDW3,EDWMART,P_11_SEP_2017,2017/09/12,0,21,TABLE
PRODDW3,EDWMART,SHORT_CODES_08_SEP_2009,2017/08/29,0,5664,TABLE
PRODDW3,EDWMART,CONTENT_PROVIDERS_10_SEP_2017,2017/09/11,0,1086,TABLE
PRODDW3,EDWMART,CONTENT_TYPES_10_SEP_2017,2017/09/11,0,1,TABLE
PRODDW3,EDWMART,TIME_ZONES_10_SEP_2017,2017/09/11,0,25,TABLE
PRODDW3,EDWMART,CARRIER_PRODUCTS_12_SEP_2017,2017/09/13,2,36030,TABLE
PRODDW3,EDWMART,DATES_11_SEP_2017,2017/09/12,3,5866,TABLE
PRODDW3,EDWMART,DATES_10_SEP_2017,2017/09/11,3,5877,TABLE
PRODDW3,AVAIL,FILE_NAME_SCAN,2017/08/29,0,27,TABLE
PRODDW3,AVAIL,KNOWN_INVALID_OBJECTS,2017/08/29,0,74,TABLE
PRODDW3,WMSYS,WM$EVENTS_INFO,2008/10/22,0,12,TABLE
PRODDW3,WMSYS,WM$RIC_TABLE,2008/10/22,0,0,TABLE
PRODDW3,WMSYS,WM$NESTED_COLUMNS_TABLE,2008/10/22,0,0,TABLE
PRODDW3,WMSYS,WM$ENV_VARS,2008/10/22,0,2,TABLE
PRODDW3,WMSYS,WM$VERSIONED_TABLES,2008/10/22,0,0,TABLE
PRODDW3,DBSNMP,MGMT_BSLN_METRICS,2017/08/29,0,15,TABLE
PRODDW3,DBSNMP,MGMT_CAPTURE_SQL,2017/08/29,0,0,TABLE
PRODDW3,DBSNMP,MGMT_HISTORY_SQL,2017/08/29,0,0,TABLE
PRODDW3,EDWMART,P_10_SEP_2017,2017/09/11,0,21,TABLE
PRODDW3,EDWMART,MTH_DAILY_08_FEB_2010,2017/08/29,4992,20856178,TABLE
PRODDW3,EDWMART,CARRIERS_10_SEP_2017,2017/09/11,0,220,TABLE
PRODDW3,EDWMART,VW_100DAYS_REFUNDS_15_NOV_2009,2017/08/29,408,1137382,TABLE
PRODDW3,EDWMART,CARRIER_REGIONS_10_SEP_2017,2017/09/11,0,41,TABLE
PRODDW3,EDWMART,REV_PURCH_MODELS_11_SEP_2017,2017/09/12,0,5,TABLE
PRODDW3,EDWMART,VW_100DAYS_REFUNDS_16_NOV_2009,2017/08/29,408,1138952,TABLE
PRODDW3,EDWMART,CARRIER_PRODUCTS_10_SEP_2017,2017/09/11,2,36805,TABLE
PRODDW3,EDWMART,HOURS_10_SEP_2017,2017/09/11,0,25,TABLE
PRODDW3,EDWMART,CNTRY_SPEC_DATES_11_SEP_2017,2017/09/12,0,0,TABLE
PRODDW3,EDWMART,SCHEMA_PRIVILEGES,2017/08/29,0,6,TABLE
PRODDW3,EDWMART,IPCCUSTOMVALUE_12_SEP_2017,2017/09/13,2,29375,TABLE
PRODDW3,EDWMART,CONTENT_PROVIDERS_12_SEP_2017,2017/09/13,0,1086,TABLE
PRODDW3,AVAIL,AVAIL_TEST,2017/08/29,0,0,TABLE
PRODDW3,AVAIL,TABLESPACE_OFFLINE,2017/08/29,0,0,TABLE
PRODDW3,AVAIL,TABLESPACE_MONITORING,2017/08/29,0,0,TABLE
PRODDW3,WMSYS,WM$MODIFIED_TABLES,2008/10/22,0,0,TABLE
PRODDW3,WMSYS,WM$UDTRIG_DISPATCH_PROCS,2008/10/22,0,0,TABLE
PRODDW3,WMSYS,AQ$_WM$EVENT_QUEUE_TABLE_S,2008/10/22,0,1,TABLE
PRODDW3,WMSYS,WM$VERSION_HIERARCHY_TABLE,2008/10/22,0,1,TABLE
PRODDW3,WMSYS,WM$WORKSPACES_TABLE,2008/10/22,0,1,TABLE
PRODDW3,WMSYS,WM$LOG_TABLE,2008/10/22,0,0,TABLE
PRODDW3,DBSNMP,MGMT_BSLN_DATASOURCES,2017/08/29,0,0,TABLE
