server_name,owner,table_name,last_analyzed,size_mb,num_rows,object_type
MSGDB6,IGNITE,CON_PROGRAM_SUM_7,2017/08/29,0,465,TABLE
MSGDB6,IGNITE,CON_PLAN_SUM_7,2017/08/29,0,793,TABLE
MSGDB6,IGNITE,CONF_7,2017/08/29,0,127,TABLE
MSGDB6,IGNITE,CONOBJ_7,2017/08/29,0,95,TABLE
MSGDB6,IGNITE,CON_METRICS_DETAIL_7,2017/08/29,21,898383,TABLE
MSGDB6,IGNITE,CON_METRICS_DAY_7,2017/08/29,0,1224,TABLE
MSGDB6,WMSYS,WM$VERSION_TABLE,2008/08/05,0,0,TABLE
MSGDB6,WMSYS,WM$NEXTVER_TABLE,2008/08/05,0,1,TABLE
MSGDB6,WMSYS,WM$ENV_VARS,2008/10/14,0,2,TABLE
MSGDB6,WMSYS,WM$REPLICATION_TABLE,2008/08/05,0,0,TABLE
MSGDB6,SMX,LERGCITYTRANSLATION,2017/09/14,0,3,TABLE
MSGDB6,SMX,OCNERROR,2017/09/14,5,0,TABLE
MSGDB6,SMX,CARRIER_WORK,2017/09/14,0,0,TABLE
MSGDB6,DBSNMP,MGMT_CAPTURE_SQL,2017/08/29,0,8,TABLE
MSGDB6,SMX,NETNUMBER_FILE,2017/09/14,0,1,TABLE
MSGDB6,WMSYS,WM$EVENT_QUEUE_TABLE,,0,,TABLE
MSGDB6,WMSYS,WM$LOG_TABLE,2008/08/05,0,0,TABLE
MSGDB6,IGNITE,CONSPA_4,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONSPA_6,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_ORASQLID_1,2017/08/29,9,180820,TABLE
MSGDB6,IGNITE,CON_ORASQLID_6,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONV_EVENT,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONEV_MAP_1,2017/08/29,0,1285,TABLE
MSGDB6,IGNITE,CONTT_1,2017/08/29,0,4351,TABLE
MSGDB6,IGNITE,CON_STATS_SUM_1,2017/08/29,38,776288,TABLE
MSGDB6,IGNITE,CON_VERSION,2017/08/29,0,5,TABLE
MSGDB6,IGNITE,CONR,2017/08/29,0,12,TABLE
MSGDB6,IGNITE,CONPRIVDEF,2017/08/29,0,8,TABLE
MSGDB6,IGNITE,CONR_GROUP,2017/08/29,0,2,TABLE
MSGDB6,IGNITE,CON_CONTACT,2017/08/29,0,5,TABLE
MSGDB6,PERFSTAT,STATS$DATABASE_INSTANCE,2017/08/29,1,3,TABLE
MSGDB6,PERFSTAT,STATS$LEVEL_DESCRIPTION,2017/08/29,0,5,TABLE
MSGDB6,PERFSTAT,STATS$DB_CACHE_ADVICE,2017/08/29,20,261752,TABLE
MSGDB6,PERFSTAT,STATS$SQL_STATISTICS,2017/08/29,1,12925,TABLE
MSGDB6,IGNITE,CONTSSD_2,2017/08/29,0,2,TABLE
MSGDB6,IGNITE,CONSW_2,2017/08/29,647,6098636,TABLE
MSGDB6,IGNITE,CONTT_2,2017/08/29,0,4351,TABLE
MSGDB6,IGNITE,CONM_2,2017/08/29,0,133,TABLE
MSGDB6,PERFSTAT,STATS$SQL_PLAN,2017/08/29,5,0,TABLE
MSGDB6,PERFSTAT,STATS$PGASTAT,2017/08/29,12,220120,TABLE
MSGDB6,PERFSTAT,STATS$EVENT_HISTOGRAM,2017/08/29,536,15531707,TABLE
MSGDB6,PERFSTAT,STATS$STREAMS_CAPTURE,2017/08/29,1,0,TABLE
MSGDB6,PERFSTAT,STATS$STREAMS_APPLY_SUM,2017/08/29,1,0,TABLE
MSGDB6,PERFSTAT,STATS$OSSTAT,2017/08/29,5,142984,TABLE
MSGDB6,IGNITE,CON_METRICS_NAMES_2,2017/08/29,0,24,TABLE
MSGDB6,IGNITE,CON_PROBLEM_DETAIL_6,2017/08/29,7,14936,TABLE
MSGDB6,SMX,MDN_STATUS_BEHAVIOR,2017/09/14,0,20,TABLE
MSGDB6,IGNITE,CONACT_6,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_PROGRAM_SUM_6,2017/08/29,0,9700,TABLE
MSGDB6,IGNITE,CONTSSD_5,2017/08/29,0,2,TABLE
MSGDB6,IGNITE,CONSW_5,2017/08/29,180,1245248,TABLE
MSGDB6,IGNITE,CONSW_EC_5,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONTT_5,2017/08/29,0,4269,TABLE
MSGDB6,IGNITE,CONM_5,2017/08/29,0,33,TABLE
MSGDB6,IGNITE,CONR_SCHEDULE_ITEMS,2017/08/29,0,1,TABLE
MSGDB6,IGNITE,CON_ALERT_HISTORY_RESULTS,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONV,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONV_DATASTORE_HOSTS,2017/08/29,0,0,TABLE
MSGDB6,IGNITE_M,DBF_PLAN_TABLE,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONSPT_1,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONSPH_7,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_METRICS_DAY_5,2017/08/29,0,3312,TABLE
MSGDB6,IGNITE,CONSW_EC_3,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_SQL_SUM_3,2017/08/29,0,6519,TABLE
MSGDB6,IGNITE,CON_PLAN_SUM_3,2017/08/29,0,3829,TABLE
MSGDB6,IGNITE,CON_PLAN_SAMPLES_3,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_FILE_SUM_4,2017/08/29,0,3989,TABLE
MSGDB6,IGNITE,CON_HISTORICAL_PLANS_4,2017/08/29,0,0,TABLE
