
AMIDALA       ,DIALOGSERVER   ,FLASHCONCERTMARKET            ,CAMPAIGNAPP    ,FLASHCONCERTMARKET            ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOLOG                     ,CAMPAIGNAPP    ,BELLMOLOG                     ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,REMYSUBSCRIBER                ,CAMPAIGNAPP    ,REMYSUBSCRIBER                ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,REMYQUESTION                  ,CAMPAIGNAPP    ,REMYQUESTION                  ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,REMYINTERACTIONLOG            ,CAMPAIGNAPP    ,REMYINTERACTIONLOG            ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,REMYSUBSCRIBER_SEQ            ,CAMPAIGNAPP    ,REMYSUBSCRIBER_SEQ            ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,CUSTBULKSENDMESSAGES          ,CAMPAIGNAPP    ,CUSTBULKSENDMESSAGES          ,               ,SYNONYM

AMIDALA       ,DIALOGSERVER   ,CUSTBULKSENDMESSAGECONTROL    ,CAMPAIGNAPP    ,CUSTBULKSENDMESSAGECONTROL    ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOTCAREFEATURES           ,CAMPAIGNAPP    ,BELLMOTCAREFEATURES           ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,SUBSCRIPTIONDELIVERYQUEUE     ,CAMPAIGNAPP    ,SUBSCRIPTIONDELIVERYQUEUE     ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,SOURPATCH                     ,CAMPAIGNAPP    ,SOURPATCH                     ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOTCAREFAQ                ,CAMPAIGNAPP    ,BELLMOTCAREFAQ                ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,GETITTOGO                     ,CAMPAIGNAPP    ,GETITTOGO                     ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOTRANSPORTFEECHARGE      ,CAMPAIGNAPP    ,BELLMOTRANSPORTFEECHARGE      ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOTFCLOG                  ,CAMPAIGNAPP    ,BELLMOTFCLOG                  ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOTFCDUPLICATES           ,CAMPAIGNAPP    ,BELLMOTFCDUPLICATES           ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOCONTENTMAPPING          ,CAMPAIGNAPP    ,BELLMOCONTENTMAPPING          ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOASSIGNMENT              ,CAMPAIGNAPP    ,BELLMOASSIGNMENT              ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOTFCSTATUS               ,CAMPAIGNAPP    ,BELLMOTFCSTATUS               ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOTFCERRORCODE            ,CAMPAIGNAPP    ,BELLMOTFCERRORCODE            ,               ,SYNONYM

AMIDALA       ,DIALOGSERVER   ,BELLMOTCAREFEATURES2          ,CAMPAIGNAPP    ,BELLMOTCAREFEATURES2          ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOTCAREFEATURESSEGMENT    ,CAMPAIGNAPP    ,BELLMOTCAREFEATURESSEGMENT    ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,PKG_SCHEMA_REVISION           ,DBADMIN        ,PKG_SCHEMA_REVISION           ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,SCHEMA_REVISION               ,DBADMIN        ,SCHEMA_REVISION               ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOSERVERSTATUSLOG         ,CAMPAIGNAPP    ,BELLMOSERVERSTATUSLOG         ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMODISCOUNTFEATURE         ,CAMPAIGNAPP    ,BELLMODISCOUNTFEATURE         ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOMESSAGECONTROL          ,CAMPAIGNAPP    ,BELLMOMESSAGECONTROL          ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOMESSAGES                ,CAMPAIGNAPP    ,BELLMOMESSAGES                ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMORATEPLAN                ,CAMPAIGNAPP    ,BELLMORATEPLAN                ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOSERVERDOWNLOG           ,CAMPAIGNAPP    ,BELLMOSERVERDOWNLOG           ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOSOCFEATURE              ,CAMPAIGNAPP    ,BELLMOSOCFEATURE              ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BELLMOSUBSWORK                ,CAMPAIGNAPP    ,BELLMOSUBSWORK                ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,CTIABIGEZRESPONSE             ,CAMPAIGNAPP    ,CTIABIGEZRESPONSE             ,               ,SYNONYM

AMIDALA       ,DIALOGSERVER   ,CTIAREGISTRATION              ,CAMPAIGNAPP    ,CTIAREGISTRATION              ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,CTIASHOWALERT                 ,CAMPAIGNAPP    ,CTIASHOWALERT                 ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,CTIASHOWALERTSUBSCRIBER       ,CAMPAIGNAPP    ,CTIASHOWALERTSUBSCRIBER       ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,CTIASESSION                   ,CAMPAIGNAPP    ,CTIASESSION                   ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BM_PREFIX                     ,SMX            ,BM_PREFIX                     ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,BM_TEST                       ,SMX            ,BM_TEST                       ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,CARRIER                       ,SMX            ,CARRIER                       ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,CARRIEROCN                    ,SMX            ,CARRIEROCN                    ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,CARRIEROCNVIEW                ,SMX            ,CARRIEROCNVIEW                ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,LERG_ROUTING_MARCH            ,SMX            ,LERG_ROUTING_MARCH            ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,LERG_ROUTING_BACKUP           ,SMX            ,LERG_ROUTING_BACKUP           ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,LERG_ROUTING                  ,SMX            ,LERG_ROUTING                  ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,LERGCATEGORY                  ,SMX            ,LERGCATEGORY                  ,               ,SYNONYM

AMIDALA       ,DIALOGSERVER   ,GETSMSROUTING                 ,SMX            ,GETSMSROUTING                 ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,GETNMPROGRAM                  ,NMGMT          ,GETNMPROGRAM                  ,               ,SYNONYM
AMIDALA       ,DIALOGSERVER   ,CARRIEROCN_BACKUP             ,SMX            ,CARRIEROCN_BACKUP             ,               ,SYNONYM
AMIDALA       ,IGNITE         ,MPROC                         ,IGNITE         ,DUAL                          ,               ,SYNONYM
AMIDALA       ,IGNITE         ,X$KGLNA1                      ,SYS            ,X_$KGLNA1                     ,               ,SYNONYM
AMIDALA       ,IGNITE         ,X$KSUSECST                    ,SYS            ,X_$KSUSECST                   ,               ,SYNONYM
AMIDALA       ,IGNITE         ,X$KCCCF                       ,SYS            ,X_$KCCCF                      ,               ,SYNONYM
AMIDALA       ,IGNITE         ,X$KGLCURSOR                   ,SYS            ,X_$KGLCURSOR                  ,               ,SYNONYM
AMIDALA       ,IGNITE         ,X$KSUSE                       ,SYS            ,X_$KSUSE                      ,               ,SYNONYM
AMIDALA       ,IQNAV_USER     ,ORGANIZATIONWHITELISTING      ,CMPADMIN       ,ORGANIZATIONWHITELISTING      ,               ,SYNONYM
AMIDALA       ,IQNAV_USER     ,ORGANIZATION                  ,CMPADMIN       ,ORGANIZATION                  ,               ,SYNONYM
AMIDALA       ,IQNAV_USER     ,IPC_RSTS                      ,CMPADMIN       ,IPC_RSTS                      ,               ,SYNONYM
AMIDALA       ,IQNAV_USER     ,ORG_RSTS                      ,CMPADMIN       ,ORG_RSTS                      ,               ,SYNONYM

AMIDALA       ,IQNAV_USER     ,CARRIER                       ,SMX            ,CARRIER                       ,               ,SYNONYM
AMIDALA       ,IQNAV_USER     ,SHORTCODE                     ,CMPADMIN       ,SHORTCODE                     ,               ,SYNONYM
AMIDALA       ,IQNAV_USER     ,SHORTCODE_RSTS                ,CMPADMIN       ,SHORTCODE_RSTS                ,               ,SYNONYM
AMIDALA       ,IQNAV_USER     ,INTERNALPRODUCTCODE           ,CMPADMIN       ,INTERNALPRODUCTCODE           ,               ,SYNONYM
AMIDALA       ,IQNAV_USER     ,RST_UPDTS                     ,CMPADMIN       ,RST_UPDTS                     ,               ,SYNONYM
AMIDALA       ,IQPROV         ,ORGROUTING                    ,CMPADMIN       ,ORGROUTING                    ,               ,SYNONYM
AMIDALA       ,IQPROV         ,PROGRAM                       ,CMPADMIN       ,PROGRAM                       ,               ,SYNONYM
AMIDALA       ,IQPROV         ,SHORTCODE_RSTS                ,CMPADMIN       ,SHORTCODE_RSTS                ,               ,SYNONYM
AMIDALA       ,IQPROV         ,SHORTCODEUSAGE                ,CMPADMIN       ,SHORTCODEUSAGE                ,               ,SYNONYM
AMIDALA       ,IQPROV         ,SHORTCODERESERVATION          ,CMPADMIN       ,SHORTCODERESERVATION          ,               ,SYNONYM
AMIDALA       ,IQPROV         ,SHORTCODE                     ,CMPADMIN       ,SHORTCODE                     ,               ,SYNONYM
AMIDALA       ,IQPROV         ,REGION                        ,CMPADMIN       ,REGION                        ,               ,SYNONYM
AMIDALA       ,IQPROV         ,PROGRAMPRODUCT                ,CMPADMIN       ,PROGRAMPRODUCT                ,               ,SYNONYM

AMIDALA       ,IQPROV         ,ORG_RSTS                      ,CMPADMIN       ,ORG_RSTS                      ,               ,SYNONYM
AMIDALA       ,IQPROV         ,ORGANIZATIONWHITELISTING      ,CMPADMIN       ,ORGANIZATIONWHITELISTING      ,               ,SYNONYM
AMIDALA       ,IQPROV         ,ORGANIZATION                  ,CMPADMIN       ,ORGANIZATION                  ,               ,SYNONYM
AMIDALA       ,IQPROV         ,IPC_RSTS                      ,CMPADMIN       ,IPC_RSTS                      ,               ,SYNONYM
AMIDALA       ,IQPROV         ,INTERNALPRODUCTCODE           ,CMPADMIN       ,INTERNALPRODUCTCODE           ,               ,SYNONYM
AMIDALA       ,IQPROV         ,CUSTOMVALUE                   ,CMPADMIN       ,CUSTOMVALUE                   ,               ,SYNONYM
AMIDALA       ,IQPROV         ,IQGROUP                       ,CMPADMIN       ,IQGROUP                       ,               ,SYNONYM
AMIDALA       ,IQPROV         ,SHORTCODEALIAS                ,CMPADMIN       ,SHORTCODEALIAS                ,               ,SYNONYM
AMIDALA       ,IQPROV         ,USERGROUP                     ,CMPADMIN       ,USERGROUP                     ,               ,SYNONYM
AMIDALA       ,IQPROV         ,IQUSER                        ,CMPADMIN       ,IQUSER                        ,               ,SYNONYM
AMIDALA       ,NMGMT          ,CARRIER                       ,SMX            ,CARRIER                       ,               ,SYNONYM
AMIDALA       ,NMGMT          ,CARRIEROCNVIEW                ,SMX            ,CARRIEROCNVIEW                ,               ,SYNONYM
AMIDALA       ,NMGMT          ,CARRIEROCN                    ,SMX            ,CARRIEROCN                    ,               ,SYNONYM

AMIDALA       ,PERFSTAT       ,V$DYNAMIC_REMASTER_STATS      ,SYS            ,STATS$V_$DYNAMIC_REM_STATS    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DUAL                          ,SYS            ,DUAL                          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,SYSTEM_PRIVILEGE_MAP          ,SYS            ,SYSTEM_PRIVILEGE_MAP          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,TABLE_PRIVILEGE_MAP           ,SYS            ,TABLE_PRIVILEGE_MAP           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,STMT_AUDIT_OPTION_MAP         ,SYS            ,STMT_AUDIT_OPTION_MAP         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,MAP_OBJECT                    ,SYS            ,MAP_OBJECT                    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DBMS_STANDARD                 ,SYS            ,DBMS_STANDARD                 ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DBA_REGISTRY                  ,SYS            ,DBA_REGISTRY                  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,USER_REGISTRY                 ,SYS            ,USER_REGISTRY                 ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DBA_REGISTRY_HIERARCHY        ,SYS            ,DBA_REGISTRY_HIERARCHY        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,ALL_REGISTRY_BANNERS          ,SYS            ,ALL_REGISTRY_BANNERS          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DBMS_REGISTRY                 ,SYS            ,DBMS_REGISTRY                 ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$MAP_LIBRARY                 ,SYS            ,V_$MAP_LIBRARY                ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,V$MAP_FILE                    ,SYS            ,V_$MAP_FILE                   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$MAP_FILE_EXTENT             ,SYS            ,V_$MAP_FILE_EXTENT            ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$MAP_ELEMENT                 ,SYS            ,V_$MAP_ELEMENT                ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$MAP_EXT_ELEMENT             ,SYS            ,V_$MAP_EXT_ELEMENT            ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$MAP_COMP_LIST               ,SYS            ,V_$MAP_COMP_LIST              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$MAP_SUBELEMENT              ,SYS            ,V_$MAP_SUBELEMENT             ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$MAP_FILE_IO_STACK           ,SYS            ,V_$MAP_FILE_IO_STACK          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$SQL_REDIRECTION             ,SYS            ,V_$SQL_REDIRECTION            ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$SQL_PLAN                    ,SYS            ,V_$SQL_PLAN                   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$SQL_PLAN_STATISTICS         ,SYS            ,V_$SQL_PLAN_STATISTICS        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$SQL_PLAN_STATISTICS_ALL     ,SYS            ,V_$SQL_PLAN_STATISTICS_ALL    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$SQL_WORKAREA                ,SYS            ,V_$SQL_WORKAREA               ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$SQL_WORKAREA_ACTIVE         ,SYS            ,V_$SQL_WORKAREA_ACTIVE        ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,V$SQL_WORKAREA_HISTOGRAM      ,SYS            ,V_$SQL_WORKAREA_HISTOGRAM     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$PGA_TARGET_ADVICE           ,SYS            ,V_$PGA_TARGET_ADVICE          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$PGA_TARGET_ADVICE_HISTOGRAM ,SYS            ,V_$PGA_TARGET_ADVICE_HISTOGRAM,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$PGASTAT                     ,SYS            ,V_$PGASTAT                    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$DLM_MISC                    ,SYS            ,V_$DLM_MISC                   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$DLM_LATCH                   ,SYS            ,V_$DLM_LATCH                  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$DLM_CONVERT_LOCAL           ,SYS            ,V_$DLM_CONVERT_LOCAL          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$DLM_CONVERT_REMOTE          ,SYS            ,V_$DLM_CONVERT_REMOTE         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$DLM_ALL_LOCKS               ,SYS            ,V_$DLM_ALL_LOCKS              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$DLM_LOCKS                   ,SYS            ,V_$DLM_LOCKS                  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$DLM_RESS                    ,SYS            ,V_$DLM_RESS                   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$HVMASTER_INFO               ,SYS            ,V_$HVMASTER_INFO              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$GCSHVMASTER_INFO            ,SYS            ,V_$GCSHVMASTER_INFO           ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,V$GCSPFMASTER_INFO            ,SYS            ,V_$GCSPFMASTER_INFO           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,GV$DLM_TRAFFIC_CONTROLLER     ,SYS            ,GV_$DLM_TRAFFIC_CONTROLLER    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$DLM_TRAFFIC_CONTROLLER      ,SYS            ,V_$DLM_TRAFFIC_CONTROLLER     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$GES_ENQUEUE                 ,SYS            ,V_$GES_ENQUEUE                ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$GES_BLOCKING_ENQUEUE        ,SYS            ,V_$GES_BLOCKING_ENQUEUE       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$GC_ELEMENT                  ,SYS            ,V_$GC_ELEMENT                 ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$CR_BLOCK_SERVER             ,SYS            ,V_$CR_BLOCK_SERVER            ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$GC_ELEMENTS_WITH_COLLISIONS ,SYS            ,V_$GC_ELEMENTS_W_COLLISIONS   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$FILE_CACHE_TRANSFER         ,SYS            ,V_$FILE_CACHE_TRANSFER        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$TEMP_CACHE_TRANSFER         ,SYS            ,V_$TEMP_CACHE_TRANSFER        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$CLASS_CACHE_TRANSFER        ,SYS            ,V_$CLASS_CACHE_TRANSFER       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$BH                          ,SYS            ,V_$BH                         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$LOCK_ELEMENT                ,SYS            ,V_$LOCK_ELEMENT               ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,V$LOCKS_WITH_COLLISIONS       ,SYS            ,V_$LOCKS_WITH_COLLISIONS      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$FILE_PING                   ,SYS            ,V_$FILE_PING                  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$TEMP_PING                   ,SYS            ,V_$TEMP_PING                  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$CLASS_PING                  ,SYS            ,V_$CLASS_PING                 ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$BUFFER_POOL                 ,SYS            ,V_$BUFFER_POOL                ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$BUFFER_POOL_STATISTICS      ,SYS            ,V_$BUFFER_POOL_STATISTICS     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$INSTANCE_RECOVERY           ,SYS            ,V_$INSTANCE_RECOVERY          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$CONTROLFILE                 ,SYS            ,V_$CONTROLFILE                ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$LOG                         ,SYS            ,V_$LOG                        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$STANDBY_LOG                 ,SYS            ,V_$STANDBY_LOG                ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$DATAGUARD_STATUS            ,SYS            ,V_$DATAGUARD_STATUS           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$THREAD                      ,SYS            ,V_$THREAD                     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,V$PROCESS                     ,SYS            ,V_$PROCESS                    ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,V$BGPROCESS                   ,SYS            ,V_$BGPROCESS                  ,               ,SYNONYM
